frame,vis_score,vis_label,n_obj,n_danger,n_caution,n_safe,nearest_m,min_ttc,obj_classes
1309,0.812,Good,7,1,2,4,4.26,0.84,vehicle;vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle
1312,0.793,Good,7,0,2,5,30.65,0.84,vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle;vehicle
1315,0.782,Good,4,0,4,0,13.72,0.50,vehicle;vehicle;vehicle;vehicle
1318,0.765,Good,6,1,3,2,11.49,0.89,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1321,0.744,Good,6,1,4,1,10.57,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1324,0.739,Good,7,0,4,3,22.43,0.89,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1327,0.763,Good,7,0,2,5,7.66,2.28,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1330,0.804,Good,6,0,1,5,20.90,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1333,0.781,Good,9,1,4,4,13.52,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1336,0.814,Good,10,3,4,3,6.71,0.67,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1339,0.806,Good,10,1,4,5,6.61,0.67,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1342,0.792,Good,10,0,4,6,11.08,0.51,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;pedestrian
1345,0.780,Good,10,2,3,5,4.28,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1348,0.769,Good,8,3,3,2,4.84,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle
1351,0.757,Good,7,1,4,2,4.32,0.50,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1354,0.757,Good,5,0,1,4,27.86,0.63,vehicle;vehicle;vehicle;vehicle;vehicle
1357,0.759,Good,7,0,2,5,22.99,0.63,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1360,0.770,Good,4,0,0,4,36.78,,vehicle;vehicle;vehicle;pedestrian
1363,0.780,Good,3,0,0,3,43.42,,vehicle;pedestrian;vehicle
1366,0.783,Good,8,0,3,5,18.03,0.63,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1369,0.788,Good,3,0,0,3,36.78,,vehicle;vehicle;vehicle
1372,0.784,Good,7,0,1,6,15.58,3.60,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1375,0.786,Good,5,2,1,2,8.14,0.50,vehicle;vehicle;vehicle;pedestrian;vehicle
1378,0.785,Good,4,0,0,4,37.22,,vehicle;vehicle;pedestrian;vehicle
1381,0.789,Good,6,1,3,2,8.07,7.19,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1384,0.795,Good,8,0,3,5,12.43,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;pedestrian
1387,0.798,Good,8,0,2,6,20.90,,vehicle;vehicle;vehicle;vehicle;pedestrian;vehicle;vehicle;vehicle
1390,0.798,Good,7,0,1,6,14.37,14.20,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1393,0.801,Good,9,1,5,3,5.68,1.03,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1396,0.817,Good,6,0,3,3,11.64,,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
1399,0.817,Good,10,1,2,7,15.07,1.03,vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle;vehicle
